,recency,history_segment,history,mens,womens,zip_code,newbie,channel,treatment,target
52220,8,1,167.79,1,0,1,0,1,0,0
52221,6,3,407.43,1,0,1,0,0,0,0
52222,2,4,503.39,1,1,1,1,2,0,0
52223,4,0,49.94,1,0,0,0,2,0,0
52224,9,2,205.94,0,1,1,0,2,0,0
52225,2,1,121.94,1,0,0,0,1,1,0
52226,3,1,111.54,0,1,1,0,2,0,1
52227,6,2,217.8,1,0,0,1,2,1,0
52228,2,0,41.89,0,1,0,0,1,1,0
52229,10,3,448.52,1,1,0,0,0,0,1
52230,9,0,82.97,1,0,1,1,2,1,0
52231,9,2,219.63,1,0,0,0,1,0,0
52232,7,1,157.84,1,0,1,1,1,0,0
52233,8,1,143.74,0,1,0,0,2,1,0
52234,3,6,1185.08,0,1,1,1,1,1,0
52235,1,3,350.68,1,0,0,0,1,0,0
52236,1,0,38.36,0,1,0,1,2,0,1
52237,11,1,114.35,1,0,0,1,1,1,0
52238,9,1,184.74,1,0,1,1,2,1,0
52239,2,3,421.16,1,0,1,0,2,1,0
52240,10,5,861.74,0,1,1,1,1,1,0
52241,8,3,380.59,1,0,2,0,2,0,0
52242,1,1,154.85,1,0,0,0,1,0,0
52243,1,0,63.81,1,0,1,0,1,1,0
52244,2,6,1248.91,1,0,1,1,2,1,0
52245,9,2,315.45,0,1,0,0,1,0,0
52246,12,1,121.61,0,1,2,0,1,0,0
52247,5,0,49.11,0,1,1,1,2,0,0
52248,1,0,81.55,1,0,0,0,1,0,0
52249,5,3,373.31,1,0,0,0,0,0,0
52250,7,1,120.52,1,0,0,0,2,1,0
52251,5,2,311.6,0,1,1,0,2,0,1
52252,1,1,172.59,0,1,0,0,1,0,0
52253,7,3,396.31,1,1,0,0,2,0,0
52254,1,0,38.13,1,0,0,1,2,1,0
52255,10,1,157.16,0,1,1,0,2,0,0
52256,8,1,123.34,1,0,1,0,2,0,0
52257,1,0,80.96,1,0,0,0,2,1,1
52258,5,0,44.66,0,1,1,0,2,0,0
52259,6,2,307.88,1,0,2,0,0,1,0
52260,9,0,39.23,1,0,1,0,2,0,0
52261,1,2,323.24,0,1,0,0,0,0,0
52262,10,3,477.66,1,0,1,0,0,1,0
52263,5,1,116.73,0,1,0,0,2,1,0
52264,9,3,360.63,1,1,0,0,2,1,1
52265,10,0,94.71,0,1,0,0,1,0,0
52266,2,0,57.26,1,0,1,1,2,0,0
52267,10,0,76.83,0,1,0,0,2,1,0
52268,5,1,136.27,0,1,1,0,2,0,0
52269,10,3,417.65,1,0,0,0,1,1,0
52270,9,2,224.03,1,0,0,0,2,0,0
52271,8,0,36.36,0,1,1,0,2,0,0
52272,8,2,231.02,0,1,1,0,0,0,0
52273,7,3,368.43,1,0,2,0,2,0,1
52274,7,0,85.44,0,1,0,0,1,1,0
52275,9,3,395.32,1,1,1,0,1,1,0
52276,3,1,161.22,1,0,0,0,2,0,0
52277,2,0,33.76,0,1,2,0,1,1,1
52278,5,0,52.33,1,0,0,1,2,1,1
52279,5,4,503.54,1,0,1,1,0,1,0
52280,10,2,335.04,1,0,0,0,1,0,0
52281,10,0,37.16,0,1,0,0,1,0,0
52282,6,0,89.28,0,1,1,1,2,0,1
52283,5,0,37.78,0,1,0,1,2,0,0
52284,9,2,269.52,1,0,0,0,2,0,0
52285,3,1,113.44,1,0,1,0,1,0,0
52286,10,0,76.84,1,0,1,1,2,1,0
52287,2,1,114.18,0,1,0,1,1,0,0
52288,9,2,253.93,1,1,0,0,2,0,0
52289,7,1,164.46,1,0,0,0,2,0,1
52290,5,2,276.27,0,1,0,1,0,0,0
52291,10,2,282.32,0,1,2,0,0,0,0
52292,2,0,41.9,1,0,1,1,2,1,0
52293,3,3,362.71,1,1,1,0,0,0,0
52294,1,3,407.54,1,1,1,1,0,0,0
52295,1,1,147.07,0,1,0,0,1,0,0
52296,9,0,57.2,1,0,1,1,1,0,0
52297,10,2,343.07,0,1,0,0,2,0,0
52298,8,1,162.46,0,1,0,0,2,1,1
52299,12,0,32.74,1,0,0,1,1,0,1
52300,5,4,663.8,0,1,0,1,2,1,0
52301,1,0,79.48,1,0,1,1,2,1,0
52302,9,2,287.25,1,1,1,0,2,1,1
52303,8,2,239.36,1,0,0,0,2,0,0
52304,6,3,497.61,1,0,1,1,0,0,1
52305,4,2,209.22,1,0,0,0,1,1,0
52306,3,2,349.16,0,1,1,0,1,0,0
52307,10,0,58.13,0,1,1,1,2,1,0
52308,3,6,1025.41,1,0,1,1,1,0,1
52309,12,2,215.12,1,1,0,0,1,0,1
52310,3,6,1118.03,1,0,0,1,0,0,0
52311,9,1,109.16,0,1,1,1,2,1,0
52312,1,4,502.73,0,1,2,1,1,0,0
52313,5,0,93.21,1,0,1,0,2,1,0
52314,7,3,498.1,1,1,2,0,2,1,0
52315,8,1,110.93,1,0,1,1,1,0,0
52316,5,1,139.53,0,1,0,1,1,0,0
52317,7,2,218.09,1,0,1,0,2,1,0
52318,2,0,30.34,0,1,1,0,2,1,0
52319,11,3,473.22,1,0,0,1,2,1,0
52320,9,4,540.96,0,1,0,1,2,0,0
52321,2,2,286.8,0,1,1,1,1,1,0
52322,2,3,426.77,1,0,2,0,0,0,0
52323,4,1,185.74,0,1,1,0,2,1,0
52324,1,1,106.07,1,0,0,0,1,0,0
52325,3,2,298.93,1,0,1,0,1,0,0
52326,4,2,230.43,1,0,1,1,1,0,0
52327,9,0,47.32,0,1,1,0,2,0,0
52328,3,0,54.29,0,1,1,0,2,1,0
52329,1,0,67.61,0,1,1,0,1,1,1
52330,9,0,60.25,0,1,0,0,1,0,0
52331,4,1,137.44,0,1,1,0,2,1,1
52332,2,2,289.61,0,1,1,1,0,0,0
52333,3,3,445.86,1,1,1,1,2,0,1
52334,7,0,45.5,1,0,0,1,2,0,0
52335,7,3,378.35,0,1,1,0,2,0,0
52336,10,1,150.54,1,0,0,0,1,1,1
52337,7,1,186.97,1,0,0,1,1,1,0
52338,3,6,1007.82,0,1,2,1,1,0,0
52339,1,3,413.46,0,1,2,0,1,0,0
52340,1,4,653.4,1,0,2,1,2,0,0
52341,6,0,98.66,1,0,0,0,1,0,1
52342,7,0,32.91,1,0,0,0,2,0,0
52343,1,3,372.85,1,0,2,0,1,0,1
52344,3,1,126.52,0,1,0,1,1,0,0
52345,1,2,316.62,0,1,0,0,0,1,0
52346,1,2,308.84,1,0,0,1,1,0,0
52347,1,0,57.78,1,0,0,0,1,0,1
52348,9,0,80.13,1,0,1,0,2,0,0
52349,3,3,368.38,0,1,1,0,0,0,1
52350,10,1,127.85,1,0,0,1,1,0,0
52351,11,1,100.84,1,0,1,1,1,0,0
52352,1,3,368.46,1,1,0,0,2,0,1
52353,8,3,370.08,1,0,1,1,0,0,0
52354,5,3,351.4,0,1,2,0,2,1,0
52355,11,2,226.2,0,1,0,1,1,1,0
52356,9,1,104.34,0,1,0,1,2,0,0
52357,7,0,66.06,1,0,0,1,2,0,0
52358,2,2,206.54,1,0,1,1,1,1,0
52359,12,1,166.75,1,0,1,0,1,1,0
52360,2,3,488.17,1,0,0,1,2,1,0
52361,11,2,308.89,0,1,0,0,1,0,1
52362,10,1,103.74,1,0,0,1,1,0,0
52363,9,0,95.64,0,1,2,1,2,0,0
52364,1,2,265.16,1,1,2,1,0,1,0
52365,10,0,43.43,0,1,0,1,1,0,0
52366,1,1,164.93,0,1,1,0,1,0,1
52367,3,3,357.38,0,1,2,0,1,0,0
52368,9,2,281.46,0,1,1,0,2,1,0
52369,3,1,144.49,1,0,1,1,2,0,0
52370,12,1,111.65,0,1,1,0,2,0,0
52371,5,4,527.97,0,1,0,1,1,0,0
52372,10,4,588.22,0,1,0,1,0,1,0
52373,1,0,93.44,1,0,0,1,2,1,1
52374,11,2,321.51,1,0,1,1,0,0,0
52375,10,3,454.77,1,1,1,0,2,0,0
52376,3,4,556.49,1,0,0,1,1,0,0
52377,2,6,1011.37,0,1,0,1,1,0,0
52378,8,0,41.57,1,0,1,1,1,0,0
52379,7,1,187.42,0,1,1,1,2,1,0
52380,9,0,56.82,1,0,0,1,2,0,0
52381,1,0,42.67,1,0,1,0,1,1,0
52382,1,4,509.99,0,1,1,1,0,0,0
52383,5,3,388.52,0,1,1,0,1,0,0
52384,3,1,168.18,0,1,0,0,1,0,0
52385,9,3,458.23,0,1,1,0,2,0,0
52386,7,0,38.1,1,0,0,1,2,1,1
52387,12,1,111.21,0,1,1,1,2,0,0
52388,3,1,120.25,1,0,0,1,1,0,0
52389,4,1,101.57,1,0,1,0,2,1,0
52390,1,0,30.36,0,1,1,0,2,0,0
52391,9,1,199.09,1,0,1,1,1,1,0
52392,10,0,49.26,0,1,0,0,2,0,0
52393,5,4,640.47,1,0,1,1,2,1,0
52394,2,3,396.1,1,1,1,0,2,0,1
52395,9,2,333.3,1,0,0,0,1,0,0
52396,2,4,605.44,0,1,1,1,0,1,0
52397,1,1,195.64,0,1,0,1,2,0,0
52398,6,1,161.29,0,1,2,1,2,0,0
52399,5,4,506.47,1,0,1,1,2,0,0
52400,1,1,103.35,0,1,1,0,2,0,0
52401,9,0,71.24,1,0,0,0,2,1,1
52402,9,0,51.62,1,0,2,0,1,1,0
52403,10,3,483.79,1,0,0,1,2,1,0
52404,9,0,90.85,1,0,0,1,2,1,0
52405,9,0,55.48,0,1,1,0,1,0,0
52406,1,3,496.74,1,0,0,0,1,1,0
52407,9,0,45.39,0,1,2,0,2,0,0
52408,1,3,412.32,1,1,1,0,1,1,0
52409,11,2,222.53,0,1,1,1,2,0,0
52410,11,0,90.93,0,1,1,0,2,0,0
52411,8,0,99.51,1,0,1,1,2,0,0
52412,3,6,1182.28,1,0,1,1,0,1,0
52413,9,1,197.62,1,0,1,0,2,0,0
52414,12,1,164.49,0,1,0,1,1,1,0
52415,4,0,98.01,1,0,0,0,1,1,0
52416,12,2,228.97,1,0,2,0,1,1,0
52417,9,2,293.82,0,1,0,0,0,0,0
52418,8,0,68.07,1,0,2,0,2,0,0
52419,4,2,320.6,0,1,1,0,1,0,0
52420,8,0,79.11,1,0,1,1,1,0,1
52421,4,2,290.8,0,1,1,1,0,1,0
52422,1,0,95.86,0,1,1,1,1,1,1
52423,1,4,622.84,1,0,1,1,0,1,0
52424,4,3,456.62,1,0,0,1,0,0,0
52425,3,0,64.35,0,1,2,1,2,1,0
52426,4,1,134.88,1,0,1,1,2,1,0
52427,3,2,251.53,1,0,1,1,1,0,0
52428,5,3,377.0,1,0,0,1,2,0,0
52429,10,0,43.06,0,1,1,0,2,0,0
52430,1,2,207.32,1,0,1,1,1,0,1
52431,9,0,92.77,1,0,2,1,1,0,0
52432,5,1,169.95,0,1,1,1,1,0,0
52433,7,3,413.64,1,0,0,1,1,0,0
52434,1,3,393.34,1,1,2,1,2,0,1
52435,1,0,52.81,1,0,1,0,1,1,0
52436,10,2,303.22,1,0,1,0,1,1,0
52437,1,2,209.05,1,0,0,1,1,0,0
52438,9,5,914.59,1,1,1,1,2,0,0
52439,6,3,459.72,0,1,0,1,0,0,0
52440,1,2,284.82,1,0,1,0,0,1,1
52441,9,1,115.9,0,1,1,1,2,0,0
52442,1,6,1142.41,0,1,0,1,2,0,0
52443,1,0,68.03,1,0,2,1,2,0,0
52444,11,0,79.56,0,1,0,0,1,1,0
52445,10,2,243.83,0,1,2,0,1,0,0
52446,2,0,90.48,0,1,0,0,2,1,1
52447,10,3,364.11,1,1,0,0,0,0,0
52448,7,0,92.54,0,1,1,0,2,1,0
52449,1,2,249.33,1,0,0,0,1,0,0
52450,5,2,232.86,1,0,0,1,0,0,0
52451,7,3,449.3,1,1,1,0,0,0,0
52452,9,0,61.2,1,0,1,1,1,0,0
52453,9,0,93.9,1,0,1,1,1,0,0
52454,5,0,55.06,0,1,0,0,2,0,0
52455,7,2,268.74,1,0,1,1,2,1,0
52456,1,0,53.79,1,0,1,1,1,1,0
52457,12,1,101.25,1,0,0,1,1,0,0
52458,9,2,330.83,1,0,0,0,2,0,0
52459,1,3,413.19,0,1,1,1,2,1,0
52460,2,2,270.33,0,1,0,0,2,0,1
52461,10,1,106.71,1,0,1,1,1,0,0
52462,12,4,526.73,1,1,0,1,2,0,0
52463,7,1,190.19,1,0,0,0,1,1,0
52464,4,0,35.13,1,0,1,1,1,1,0
52465,7,0,32.27,1,0,0,1,1,0,0
52466,10,1,135.98,0,1,0,0,2,0,0
52467,4,2,327.94,0,1,1,1,2,0,0
52468,5,2,304.94,0,1,2,0,1,0,1
52469,5,0,62.48,1,0,0,0,1,1,0
52470,1,2,257.91,0,1,0,1,0,0,0
52471,1,3,421.32,1,0,2,0,2,0,0
52472,10,5,952.11,1,1,0,1,2,0,0
52473,12,1,106.74,0,1,0,1,1,1,0
52474,12,3,459.89,0,1,0,0,1,0,0
52475,3,3,391.9,0,1,1,1,1,0,0
52476,1,6,1256.54,1,0,1,1,0,1,0
52477,8,3,498.66,0,1,0,0,2,0,0
52478,2,0,89.31,1,0,1,1,2,0,0
52479,5,1,154.38,1,0,1,0,1,0,0
52480,9,0,58.84,0,1,1,1,2,1,0
52481,6,1,180.02,0,1,1,1,2,1,0
52482,6,1,198.85,0,1,0,0,2,0,0
52483,2,4,621.6,1,0,1,1,1,0,0
52484,3,3,480.13,1,0,2,0,2,0,0
52485,1,4,680.4,1,0,1,1,2,0,1
52486,1,0,87.82,1,0,2,0,1,1,0
52487,6,0,63.53,1,0,1,1,1,0,0
52488,5,3,438.07,1,0,1,1,2,0,1
52489,10,1,154.02,1,0,1,0,1,0,1
52490,3,1,195.35,1,0,1,1,2,0,0
52491,4,4,653.26,0,1,1,1,0,0,1
52492,1,0,63.51,0,1,2,1,2,0,1
52493,2,0,47.61,1,0,0,0,2,0,1
52494,4,3,451.3,1,0,0,0,0,1,0
52495,3,3,406.7,1,0,1,0,2,0,0
52496,5,2,339.45,0,1,0,0,1,0,0
52497,8,2,273.2,1,0,1,0,1,1,0
52498,8,0,59.1,0,1,0,1,2,1,1
52499,6,0,77.18,0,1,1,1,2,0,1
52500,8,0,96.9,1,0,0,0,2,0,0
52501,11,0,54.31,0,1,2,1,2,1,0
52502,3,2,234.99,0,1,1,0,0,0,0
52503,2,2,219.61,1,0,1,1,1,0,0
52504,1,0,48.42,1,0,0,1,1,1,0
52505,2,0,35.33,1,0,0,1,1,1,0
52506,8,0,41.26,0,1,1,1,1,0,0
52507,11,3,359.5,0,1,1,1,1,0,0
52508,4,0,43.06,1,0,1,1,1,0,0
52509,9,3,411.56,1,0,0,1,2,1,0
52510,1,4,523.15,0,1,1,1,1,0,0
52511,10,3,422.8,1,0,2,0,2,0,0
52512,2,1,179.23,0,1,0,0,2,0,0
52513,9,0,35.02,1,0,1,0,2,0,0
52514,3,1,112.82,1,0,1,0,2,0,0
52515,12,0,66.95,0,1,1,1,1,0,0
52516,1,2,300.06,0,1,0,0,0,1,0
52517,9,1,188.75,0,1,1,0,1,1,0
52518,3,1,158.87,1,0,2,0,2,1,0
52519,10,0,41.43,0,1,2,1,1,0,0
52520,2,1,145.69,1,0,0,0,2,1,0
52521,10,3,440.7,1,1,0,0,2,0,1
52522,8,0,79.06,0,1,1,0,2,0,0
52523,7,1,121.63,0,1,0,0,2,1,0
52524,12,1,102.91,1,0,2,1,1,0,0
52525,2,5,807.76,0,1,2,1,0,0,0
52526,1,2,248.48,0,1,0,1,0,1,0
52527,6,3,431.69,0,1,2,1,1,0,1
52528,3,4,559.6,0,1,2,1,1,1,1
52529,6,0,52.94,1,0,2,0,2,1,1
52530,7,1,133.5,0,1,0,1,1,0,0
52531,10,1,133.72,1,0,2,1,1,0,0
52532,10,2,269.86,0,1,1,0,1,0,0
52533,6,3,494.17,1,1,0,0,1,1,0
52534,7,1,100.0,1,0,1,0,1,1,0
52535,10,0,31.31,0,1,0,0,2,0,0
52536,8,1,115.2,0,1,0,1,1,1,0
52537,1,1,120.0,0,1,1,0,2,0,1
52538,1,2,296.73,0,1,2,1,2,0,1
52539,3,1,169.04,1,0,1,0,1,1,0
52540,11,0,34.4,1,0,1,1,1,1,0
52541,7,4,668.54,1,0,1,1,2,1,1
52542,7,0,30.37,0,1,1,0,1,0,0
52543,1,1,121.32,1,0,0,1,2,0,0
52544,1,3,475.45,1,1,2,0,0,1,0
52545,2,3,352.96,1,1,1,0,1,0,0
52546,6,2,218.75,0,1,0,1,2,0,0
52547,6,2,301.54,1,0,0,0,0,1,0
52548,9,0,89.9,0,1,0,0,2,0,0
52549,4,1,140.0,1,0,1,1,2,0,0
52550,1,4,592.03,0,1,0,1,0,0,0
52551,8,2,268.29,0,1,1,0,0,0,0
52552,3,5,847.91,1,1,0,1,1,0,0
52553,9,1,119.35,0,1,0,0,1,0,0
52554,7,0,95.29,0,1,2,1,2,0,0
52555,10,0,30.52,0,1,0,1,2,0,0
52556,5,1,160.12,1,0,0,1,2,0,0
52557,1,3,420.67,1,0,1,0,0,0,1
52558,4,1,160.89,1,0,0,0,1,1,0
52559,1,2,303.66,1,0,0,0,0,0,0
52560,11,2,231.86,1,1,1,1,2,0,1
52561,9,0,59.77,0,1,0,1,1,1,0
52562,6,5,770.12,1,1,1,1,0,0,0
52563,4,1,168.91,0,1,0,0,1,0,0
52564,9,1,157.13,1,0,0,0,1,0,0
52565,2,0,35.23,0,1,1,0,2,1,0
52566,1,4,593.68,1,0,1,1,1,1,0
52567,1,4,723.22,1,1,1,1,0,1,0
52568,6,5,881.48,1,1,0,1,0,1,0
52569,9,1,109.42,0,1,0,0,2,0,0
52570,1,2,248.43,1,0,1,1,0,1,0
52571,9,2,285.31,1,0,1,0,1,1,0
52572,5,1,174.93,1,0,1,1,1,0,0
52573,7,1,145.88,0,1,0,0,2,0,0
52574,11,0,64.16,1,0,2,1,2,1,0
52575,7,2,219.87,1,1,1,0,2,1,0
52576,6,0,92.11,1,0,2,0,2,0,0
52577,5,3,358.0,1,0,0,0,2,0,0
52578,4,2,273.22,1,0,1,0,1,0,0
52579,2,3,361.93,1,1,1,1,1,0,0
52580,3,0,29.99,1,0,0,1,1,0,1
52581,4,1,103.35,1,0,1,0,2,0,0
52582,10,1,186.44,1,0,0,0,1,0,0
52583,2,6,1158.25,1,1,1,1,0,0,0
52584,8,2,255.67,1,0,0,1,0,0,0
52585,6,1,117.18,1,0,0,0,1,1,0
52586,11,1,100.73,1,0,0,1,1,0,0
52587,11,0,40.09,0,1,0,1,2,0,0
52588,12,2,288.23,1,1,0,1,2,0,0
52589,6,0,61.62,0,1,1,1,2,0,0
52590,6,3,490.61,0,1,1,1,1,1,0
52591,5,3,393.02,0,1,0,1,1,1,0
52592,11,2,291.94,1,1,0,0,0,0,1
52593,2,2,213.91,0,1,2,0,2,1,0
52594,6,1,131.72,0,1,1,1,2,0,0
52595,5,6,1005.62,1,0,2,1,0,1,0
52596,2,2,298.48,1,0,1,1,2,1,0
52597,1,2,237.95,1,1,1,0,2,0,1
52598,11,0,49.53,1,0,1,0,1,0,1
52599,2,1,121.83,1,0,1,1,2,1,0
52600,11,2,219.07,1,1,2,0,1,0,0
52601,11,1,123.41,1,0,1,0,1,1,0
52602,9,1,172.25,0,1,1,1,2,0,0
52603,1,0,83.66,0,1,1,1,1,0,0
52604,3,1,166.12,1,0,0,1,2,1,0
52605,3,0,54.19,1,0,2,1,2,0,1
52606,11,0,78.33,0,1,2,1,1,1,0
52607,2,2,339.54,1,0,0,0,0,0,0
52608,7,0,55.08,1,0,1,1,2,0,0
52609,4,1,119.06,1,0,1,0,1,0,1
52610,5,1,126.71,1,0,0,0,1,0,1
52611,1,5,977.48,1,0,1,1,0,0,0
52612,4,2,293.75,0,1,1,0,2,1,0
52613,3,1,163.2,1,0,0,1,1,1,0
52614,9,1,162.97,0,1,2,0,2,1,1
52615,6,2,217.65,0,1,1,1,2,1,0
52616,8,1,135.84,1,0,1,1,2,0,0
52617,10,2,233.38,1,0,1,0,2,0,0
52618,5,0,35.4,0,1,0,1,2,0,0
52619,3,2,242.33,1,0,1,0,0,0,1
52620,2,2,226.43,0,1,1,0,1,0,0
52621,5,1,123.96,0,1,0,0,1,0,1
52622,3,2,279.61,1,1,2,0,0,0,0
52623,10,0,61.97,0,1,1,1,1,0,0
52624,10,2,288.85,0,1,1,1,0,1,0
52625,6,2,221.51,1,0,1,0,0,0,0
52626,5,1,144.13,0,1,0,1,2,1,0
52627,6,3,418.47,1,0,1,0,0,0,0
52628,6,4,702.36,0,1,0,1,1,0,0
52629,1,5,816.16,1,1,2,1,2,0,0
52630,10,1,121.51,1,0,2,1,1,0,0
52631,7,1,161.06,0,1,2,0,2,0,0
52632,5,0,65.36,0,1,2,0,2,0,0
52633,3,4,513.38,0,1,2,1,1,0,0
52634,1,4,683.14,0,1,1,1,0,0,0
52635,1,2,243.83,1,0,2,0,2,0,1
52636,5,0,52.96,0,1,0,1,2,0,0
52637,3,2,313.37,0,1,1,0,2,0,0
52638,11,1,155.75,1,0,0,1,1,0,0
52639,5,2,282.48,0,1,0,0,1,0,0
52640,2,4,599.81,1,0,0,1,2,1,0
52641,4,0,38.44,1,0,1,1,2,1,1
52642,10,1,177.04,0,1,0,0,1,0,0
52643,9,0,58.85,0,1,2,1,2,0,0
52644,10,2,309.0,1,1,0,0,2,0,1
52645,10,1,106.47,1,0,0,1,2,0,1
52646,6,2,303.07,1,0,1,0,2,1,0
52647,1,0,57.99,1,0,1,1,2,0,1
52648,6,2,251.13,1,1,0,0,1,1,0
52649,6,0,48.94,1,0,1,1,1,0,0
52650,3,0,89.74,1,0,1,0,2,1,0
52651,5,1,194.91,1,0,1,1,1,0,1
52652,1,3,435.28,1,0,2,1,1,1,1
52653,6,0,61.42,0,1,1,0,2,0,0
52654,5,1,102.82,0,1,1,0,1,0,0
52655,7,1,129.2,0,1,1,0,1,0,0
52656,10,0,30.82,1,0,0,0,2,1,1
52657,3,0,31.16,0,1,1,0,2,0,0
52658,8,0,54.16,1,0,0,1,1,1,0
52659,10,1,195.39,1,0,0,0,1,0,0
52660,1,4,563.22,1,1,2,1,0,0,0
52661,2,3,425.89,1,1,2,0,0,1,0
52662,8,5,933.77,0,1,2,1,0,1,0
52663,9,1,100.54,1,0,2,1,1,0,0
52664,2,2,275.86,1,1,0,0,2,0,1
52665,8,0,64.01,1,0,1,1,1,0,0
52666,4,1,115.04,1,0,0,0,1,1,0
52667,8,0,40.18,1,0,0,1,2,0,0
52668,7,2,312.2,1,1,2,1,2,1,0
52669,11,1,119.42,0,1,1,1,2,0,0
52670,2,0,37.3,1,0,0,1,2,1,0
52671,10,1,108.39,0,1,1,1,2,1,0
52672,1,0,84.48,0,1,0,1,1,0,0
52673,8,2,276.91,0,1,0,0,1,1,1
52674,2,1,186.77,1,0,1,1,1,0,0
52675,10,3,426.15,0,1,1,1,0,0,0
52676,3,2,209.66,0,1,1,1,0,0,0
52677,11,0,86.32,1,0,1,1,2,1,0
52678,3,4,650.72,0,1,1,1,0,0,0
52679,10,2,231.5,0,1,1,1,2,0,0
52680,8,4,640.69,1,1,1,1,1,1,1
52681,8,0,44.88,1,0,1,0,2,1,0
52682,1,5,756.45,0,1,2,1,0,0,0
52683,5,2,260.74,1,1,1,0,0,1,1
52684,10,0,34.87,0,1,0,0,1,0,0
52685,4,2,329.59,1,0,1,0,2,0,0
52686,1,6,1758.82,1,1,0,1,1,0,0
52687,5,1,126.44,1,0,1,0,1,0,0
52688,11,1,128.13,0,1,1,1,2,0,0
52689,10,0,90.57,0,1,2,0,1,0,0
52690,3,0,77.66,0,1,2,1,1,1,1
52691,6,0,57.58,1,0,0,0,1,0,0
52692,9,2,214.3,1,1,1,0,2,1,1
52693,7,1,165.56,1,0,2,1,1,1,0
52694,8,1,198.78,0,1,0,0,1,0,0
52695,9,1,166.6,0,1,0,0,1,0,1
52696,5,3,424.49,0,1,0,0,0,0,0
52697,2,3,481.52,1,0,1,0,1,0,0
52698,2,3,401.34,0,1,1,1,1,1,0
52699,1,3,417.98,1,0,2,0,1,0,0
52700,9,2,310.14,0,1,2,1,0,0,0
52701,2,3,486.74,0,1,1,0,1,1,0
52702,3,3,433.5,1,0,0,0,2,0,0
52703,5,4,577.21,1,1,2,1,2,0,0
52704,4,5,793.22,1,0,0,1,2,0,0
52705,2,3,371.14,1,0,0,0,2,0,1
52706,3,3,402.45,0,1,1,0,1,1,0
52707,7,1,170.81,1,0,0,0,1,0,0
52708,10,1,111.58,0,1,1,1,1,0,0
52709,9,6,1019.77,1,0,2,1,1,1,0
52710,10,0,38.23,0,1,1,1,1,0,0
52711,8,2,288.31,0,1,0,1,1,1,0
52712,1,1,122.86,0,1,0,0,2,0,0
52713,9,1,191.8,0,1,2,0,1,1,1
52714,10,1,161.37,1,0,0,0,1,0,0
52715,3,2,323.04,0,1,0,0,2,1,0
52716,2,0,70.61,1,0,0,0,2,1,0
52717,7,2,247.5,0,1,0,1,2,0,0
52718,1,0,36.95,0,1,2,1,2,0,0
52719,2,4,617.34,1,0,2,1,1,0,0
52720,11,0,38.24,0,1,1,1,1,0,0
52721,3,1,196.81,1,0,0,1,1,0,0
52722,6,0,47.16,1,0,2,1,1,1,0
52723,8,1,193.44,0,1,2,0,2,0,0
52724,8,3,370.1,0,1,2,0,1,0,0
52725,8,0,32.45,0,1,1,1,2,0,0
52726,1,2,253.82,1,1,1,0,1,0,0
52727,5,0,83.72,0,1,2,0,2,0,1
52728,1,4,521.15,1,0,1,1,0,1,0
52729,1,5,980.45,0,1,0,1,1,0,0
52730,11,1,109.61,0,1,1,1,2,0,0
52731,1,3,475.53,1,0,2,0,1,1,0
52732,5,1,110.78,1,0,1,1,2,1,0
52733,1,5,783.38,1,0,0,1,1,0,0
52734,5,1,171.83,0,1,1,1,2,0,0
52735,10,0,36.91,1,0,1,0,1,0,0
52736,6,3,383.09,0,1,2,0,0,1,0
52737,2,1,176.54,0,1,0,0,2,1,0
52738,9,3,365.48,1,0,1,0,0,0,0
52739,9,0,52.62,0,1,1,1,1,0,0
52740,11,2,349.4,1,1,1,1,0,1,0
52741,5,2,334.54,0,1,1,0,0,0,0
52742,5,3,496.07,1,0,2,0,2,0,0
52743,9,1,196.76,0,1,2,1,2,1,1
52744,4,1,171.15,1,0,1,1,2,0,0
52745,6,1,109.16,0,1,0,1,1,0,0
52746,1,5,763.97,1,0,1,1,2,0,0
52747,1,4,640.83,1,0,0,1,0,1,0
52748,9,0,65.08,1,0,0,1,2,0,0
52749,9,0,91.35,0,1,1,0,1,0,0
52750,1,3,367.17,0,1,0,0,0,0,0
52751,8,4,674.98,0,1,1,1,0,0,0
52752,10,1,108.28,0,1,1,1,1,0,1
52753,1,2,310.99,1,1,1,0,1,0,0
52754,1,3,446.1,0,1,1,0,2,0,1
52755,4,0,64.74,0,1,0,1,1,0,0
52756,5,2,249.76,1,1,0,1,2,0,0
52757,9,2,212.23,1,1,1,1,0,0,0
52758,3,2,232.87,0,1,0,1,2,0,0
52759,5,2,287.52,0,1,1,1,0,0,0
52760,7,0,33.51,1,0,1,1,1,0,0
52761,9,3,485.03,1,0,1,0,1,1,0
52762,10,3,384.69,1,1,1,0,0,0,0
52763,1,6,2431.42,1,0,1,1,1,1,0
52764,6,0,69.99,0,1,0,0,1,0,0
52765,1,4,586.85,1,1,1,1,0,0,0
52766,10,2,314.03,1,1,1,0,2,0,0
52767,4,0,52.03,0,1,0,0,1,1,0
52768,6,1,140.35,1,0,1,0,1,0,0
52769,5,4,528.95,0,1,0,1,1,1,0
52770,7,3,421.9,1,0,0,0,2,1,1
52771,9,1,117.56,1,0,1,1,1,0,0
52772,1,2,275.78,1,0,1,0,2,1,1
52773,4,3,468.87,0,1,2,0,2,0,0
52774,4,1,102.74,0,1,2,0,1,0,0
52775,10,0,81.62,1,0,1,0,2,0,1
52776,1,3,423.28,1,0,1,1,0,0,0
52777,6,0,35.74,1,0,2,1,1,1,0
